rec,UWA Arrest ID,Arresting officer,Date,Station,Outpost name,Location name,Detection,Crime type,Offence Loc.
902,,"CAM,WT",29/04-2012,,,Nyamugasani,,Illegal entry,
903,,"Mahesi,Awongo",01/05-2012,,,Lions bay,,Illegal entry,
904,,"Mahesi,Awongo",01/05-2012,,,Lions bay,,Illegal entry,
905,,Okiria,26/04-2012,,,Kanyampara,,Illegal entry,
906,,"Jonas,Okiria",05/05-2012,,,Kanyampara,,Illegal entry,
907,,Ewau,19/04-2012,,,Katwe,,illegal entry,
908,,"Africa.George,Otto",19/04-2012,,,Katunguru junction,,illegal entry,
909,,"Africa,Byamugisha,Otto",19/04-2012,,,Katunguru junction,,illegal entry,
910,,"Fana,Thembo",10/04-2012,,,Nyamugasani,,Illegal entry,
911,,"Ewau,Kulu,George,Bwaluzira",29/07-2012,,,Kasenyi mbarara road,,Illegal entry,
912,,"Kulu,Ewau,George,Bwaluzira",29/05-2012,,,kasenyi mbarara raod,,Illegal entry,
913,,"Kulu,Ewau,George,Bwaluzira",29/05-2012,,,KASENYI MBARARA ROAD,,Illegal entry,
914,,"Kulu,George,Ewau",29/05-2012,,,Kasenyi mbarara road,,Illegal entry,
915,,"Hakiri,Patience",29/05-2012,,,Kahendero,,Illegal entry,
916,,"Hakiri,Patience",29/05-2012,,,Kahendero,,Illegal entry,
917,,"Hakiri,Patience",29/05-2012,,,Kahendero,,Illegal entry,
918,,"kiiza j,Tiondi",01/04-2012,,,Kidodo,,Illegal entry,
919,,"Kiiza j,Tiondi",01/04-2012,,,Kidodo,,Illegal entry,
920,,"Africa,Gerald,George",01/05-2012,,,Nyakatanda,,Illegal entry,
921,,"Africa ,Gerald,George",01/05-2012,,,Nyakatanda,,ILLEGAL ENTRY,
922,,"Africa,Gerald,George",01/05-2012,,,Nyakatanda,,Illegal entry,
923,,"Africa,Gerald,George",01/05-2012,,,Nyakatanda,,Illegal entry,
924,,"Africa.Gerald,George",01/05-2012,,,Nyakatanda,,Illegal entry,
925,,"Kabugo,Tiondi",15/05-2012,,,Nyamirangara,,illegal entry,
926,,"Kiiza,george,otim",22/03-2012,,,Kizira,,Illegal entry,
927,,"Africa,george,kiiza",22/05-2012,,,Kizira,,Illegal entry,
928,,"Otim,Fana,George",26/03-2012,,,Nyamugasani,,Negligently permitting domestic a nimals into a wildlife protect,
929,,"Muhindo Hussein,Janet",23/05-2012,,,Nyakahita,,Illegal entry,
930,,"Gerald,Hamidu,Amuriat",28/05-2012,,,Maramagambo,,Illegal entry,
931,,"Gerald,Hamidu",28/05-2012,,,Maramagambo,,Illegal entry,
932,,"Wambi Grace, Mujuni justus",28/12-2012,,,Kaborogoto,,illegal entry,
933,,Wambi grace & Mujuni Justus,28/12-2012,,,Kaborogoto,,Illegal entry,
934,,Thembo James & Bwambale Fana,28/05-2012,,,Nyamugasani,,,
935,,"Kiiza James, Hilary Petience",02/04-2012,,,Kidubale,,IllegaI entry into the PA,
936,,,02/04-2012,,,Kidubale,,Illegal entry into the PA,
937,,"Rom Charles, Kiiza James",24/05-2012,,,Lyemibusa,,Illigal entry,
938,,KULU Kirya & Byamugisha George,28/05-2012,,,Katojo,,Possession of soecimen of protected species,
939,,KULU Kirya & Byamugisha George,28/05-2012,,,Katojo,,Possession of soecimen of protected species,
940,,,28/05-2012,,,Katojo,,Possession of soecimen of protected species,
941,,Bwambale Fana & Okello,19/05-2012,,,kabirizi,,Illegal entry into the PA,
942,,Bwambale Fana & Okello,06/03-2012,,,Kyondo- Nyamugasani,,Illegal entry into the PA,
943,,Tumwesigye Robert,01/06-2012,,,Kanyangeya,,Illegal entry into the PA,
944,,Otim Richard & Katurebe Wilson,01/06-2012,,,Kamere & katunguru,,Illegal entry into the PA,
945,,Otim Richard & Katurebe Wilson,01/06-2012,,,Kamera & Katunguru,,Illegal entry into the PA,
946,,"Owenyo Alphonse,& Rusoke David",06/06-2012,,,Nyampimbi maramagambo forest,,Illegal entry into the PA,
947,,"Owenyo Alphonse,& Rusoke David",06/06-2012,,,Nyampimbi maramagambo forest,,Illegal entry into the PA,
948,,"Owenyo Alphonse,& Rusoke David & Akatuhwera Char",06/06-2012,,,Omurusoroza maramagambo forest,,Illegal entry into the PA,
949,,Twinobusingye Godfrey,14/06-2012,,,Kyasanduka maramagambo forest,,Illegal entry into the PA,
950,,Rom Charles & Akim Drate,18/06-2012,,,Rwamuhanda kasenyi,,Illegal entry into the PA,
951,,Rom Charles & Akim Drate,18/06-2012,,,Rwamuhanda kasenyi,,Illegal entry into the PA,
952,,Abitegeka Gerald & Rwamba Hamidu,06/10-2012,,,Rwesigiro bwambara s/c,,Possession of illegal specimen,
953,,Abitegeka Gerald & Rwamba Hamidu,06/10-2012,,,Rwesigiro bwambara s/c,,Possession of illegal specimen,
954,,Abitegeka Gerald & Rwamba Hamidu,06/10-2012,,,Rwesigiro bwambara s/c,,Possession of illegal specimen,
955,,Twine Everest,06/05-2012,,,Nyamusingiri,,Illegal entry into PA,
956,,Twine Everest,06/05-2012,,,Nyamusingiri,,Illegal entry into PA,
957,,"Thembo Mbakania,Lutaya Philly",07/01-2013,,,Mughete T C,,Possession of wildlife specimen,
958,,"Thembo Mbakania,Lutaya Philly",07/02-2013,,,Mughete T C,,Possession of wildlife species,
959,,"Thembo Mbakania,Lutaya Phily",07/01-2013,,,Mughete T C,,Possession of wildlife species,
960,,Kiiza james,07/01-2013,,,Mughete,,Illegal entry into a wildlife protected area,
961,,"Kiiza,Mujni",08/01-2013,,,Katakwe,,Ileegal entry into a wildlife protected area,
962,,"Wafana David,Basimaki Augustine",18/01-2013,,,Kyakitale,,Introduction of domestic animals into a wildlife protected area,
963,,"Muperu Moses,Ezatib Joseph",20/01-2013,,,Crators,,Introduction of domestic animals into a wildlife protected area,
964,,"Wafana David,Okello Alfred",28/01-2013,,,Kanyamiyimbo,,Negligently permitting domestic animals into a wildlife protecte,
965,,"Kiiza James,George Byamugisha",23/01-2013,,,Kazinga Road,,Ilegalentry into a wildlife protected area,
966,,"Kiiza James,George Byamugisha",23/01-2013,,,Kazinga Road,,Illegal entry into a wildlife protected area,
967,,"Kiiza James,George Byamugisha",23/01-2013,,,Kaziga Road,,Illegal entry into protected area,
968,,"Mugisha Hassan,Kule Boniface",10/02-2013,,,Kyondo,,IllegaL entry,
969,,"Mugisha Hassan,Kule Boniface",10/02-2013,,,Kyondo,,Illegal entry into a protecetd area,
970,,Otim Richard,14/02-2013,,,Kabirizi,,Illegal entry into a protected area,
971,,John Fisher,25/02-2013,,,Katunguru,,Possession of wildlife protected species,
972,,John Fisher,25/02-2013,,,Kazinga fishing village,,Possession of wildlife protected,
973,,Kavuma Enerst,02/03-2013,,,Kikorongo,,Illegal burning of wildlife protected area,
974,,"Biryamutima,Zirim",11/03-2013,,,Kalinzo,,Illegal entry into a wildlife protected area,
975,,"Biryahamitima, Zirim",11/03-2013,,,Kalinzo,,Illegal entry into awildlife protected area,
976,,"Biryahamitama,Zirim",11/03-2013,,,Kalinzo,,Illegal entry into a wildlife Protected  area,
977,,"Kavuma, Zirim",14/03-2013,,,L.George,,Illegal entry into aa wildlife protected area,
978,,Ali Bin Said,20/03-2013,,,Kabirizi,,Possession of wildlife specimen,
979,,Birungi Paul,19/03-2013,,,Nyabigaga,,Illegal possession of wildlife specimen,
980,,Burungi Paul,19/03-2013,,,Nyabigaga,,Possession of wildlife specimen,
981,,Kisnga Police officers,20/03-2013,,,Kamughobe,,Possession of wildlife specimen,
982,,Ali Bin Said,20/03-2013,,,Kabirizi,,Possession of wildlife protected specimen,
983,,Ali Bn Said,21/03-2013,,,Kiburara T C,,Possession of wildlife protected specimen,
984,,"Gerald,Benon,Patience",27/03-2013,,,Along kazinga channel,,Illegal entry into awildlife protected area,
985,,"Gerald,Benon,Patience",27/03-2013,,,Along kazinga channel,,Illegal entry into awildlife protected area,
986,,"Geral,Benon,Patience",27/03-2013,,,Along kazinga channel,,Illegal entry into awildlife protected area,
987,,"Gerald,Benon,Patience",27/03-2013,,,Along kazinga channel,,Illegal entry into awildlife protected area,
988,,"Gerald,Benon,Patience",27/03-2013,,,Along kazinga channal,,Illegal entry into a wildlife protected area,
989,,"Gerald,Benon,Patience",27/03-2013,,,Along kazinga channel,,Illegal entry into awildlife protected area,
990,,"Geral.Benon,Patience",27/03-2013,,,Along kazinga channel,,Illegal entry into a wildlife protected area,
991,,"Gerald,Benon,Patience",27/03-2013,,,A long kazinga channel,,Illegal entry into a wildlife protected area,
992,,"Gerald,Benon,Petience",27/03-2013,,,A long kazinga channel,,Illegal entry into awildlife protected area,
993,,"Wafana,Basimaki",31/03-2013,,,Kyakitale,,Negligently permitting domestic animals into awildlife protected,
994,,"Fana,Anguzu",28/03-2013,,,Ngoro,,Illegal entry into awildlife protected area,
995,,"Wafana,Basimaki",10/04-2013,,,Nyamugasani,,Negligently permitting domestic animals into awildlife protected,
996,,"Ewau,Obote",13/05-2013,,,Bwanika,,Illegal entry into a wildlife protected area,
997,,"Wafana,Basimaki",15/05-2013,,,Nyamugasani,,Negligently permitting domestic animals into awildlife protected,
998,,"Ewau,Gerge",21/05-2013,,,Nyamirangara,,Illegal entry into a wildlife proteced area,
999,,Kavuma Enest,21/05-2013,,,Kathole 1,,Illegal entry into awildlife protected area,
1000,,Kavuma Enest,21/05-2013,,,Kathole,,Illegal entry into a wildlife protected area,
1001,,Kisembo jimmy,21/05-2013,,,Nyamuhuru,,possession of wildlife protected species,
1002,,Kisembo Jimmy,21/05-2013,,,Nyamuhuru,,Illegal entry into a wildlife proteced area,
1003,,Kisebo Jimmy,21/05-2013,,,Nyamuhuru,,Illegal entry into awildlife protected area,
1004,,"Ngene,Bwaluzira",22/05-2013,,,Kahendero,,Illegal entry into awildlife protected area,
1005,,"Ngene,Bwaluzira",22/05-2013,,,Kahendero,,Illegal entry into awildlife protected area,
1006,,"George,Kiiza,Mwanje",25/05-2013,,,Nyakatunga,,Possession of wildlife protected species,
1007,,"Goerge,kiiza,mwanje",25/05-2013,,,kisita,,Possession of wildlife protected species,
1008,,"Goerge,kiiza,mwanje",25/05-2013,,,Nyakatunga,,Possession of wildlife protected species,
1009,,"Goerge,kiiza,Mwanje",25/05-2013,,,Nyakatunga,,Possession of wildlife protecetde species,
1010,,"Goerge.kiiza,Mwanje",25/05-2013,,,Kafuro,,Possession of wildlife protected species,
1011,,"Goerge,Kiiza,Mwanje",25/05-2013,,,kisita,,Possession ofwildlife protected species,
1012,,"Obote,Goerge.kiiza",25/05-2013,,,Kafuro,,Illegal entry into awildlie protected area,
1013,,"Goerge, kiiza,Obote",25/05-2013,,,kafuro,,Illegal entry into awildlife protected area,
1014,,"George,Kiiza,Obote",25/05-2013,,,kafuro,,Illegal entyr into awildlife protected area,
1015,,"George,kiiza,Obte",25/05-2013,,,Kafuro,,Illegal entry into awildlife protected area,
1016,,"George,Kiiza,Obote",25/05-2013,,,Kafuro,,Illegal entry into awildlife protected species,
1017,,"Biryamutima,zirim",23/05-2013,,,Nyaruzigati,,Illegal entrty into awildlife protected area,
1018,,Twinobusingye godfrey,02/06-2013,,,along rubiriha river,,illegal  entry into a wildlife protcted area,
1019,,Twinobusingye Godfrey,02/06-2013,,,along Rubiriha river,,,
1020,,Gordon,08/06-2013,,,Muhokya,,negligently permitting domestic animals into a wildlife protecte,
1021,,Biryamutima Cypiriano,08/06-2013,,,Lyamubuza,,illegal entry into a wildlife protected area,
1022,,"Kiiza James,Namara Brendah",12/06-2013,,,Bwende rest camp,,illegal entry into a wildlife protected area,
1023,,"Kiiza James,Namara Brendah",12/06-2013,,,Bwende rest camp,,illegal entry into a wildlife protected area,
1024,,"Kiiza James, Namara Brendah",12/06-2013,,,Bwende rest camp,,illegal entry into a wildlife p[rotecetd area,
1025,,"Twine Everest,Baingana Alex",10/06-2013,,,Busunga,,illegal entry into a wildlife protected area,
1026,,Nuwagaba Gordon,15/06-2013,,,Muhokya,,Iillegal entry into a wildlife protected area,
1027,,"Bob Benard,Amanyire Scholah",18/06-2013,,,Kathole,,illegal entry into a wildlife protected area,
1028,,"Bob Benard,Amanyire Scholah",18/06-2013,,,Kathole,,illegal entry into a wildlife proteceted proteceted area,
1029,,"Twinomujuni,Huseein",18/06-2013,,,Kasasiro-Kidodo,,illegal entry into awildlife protected area,
1030,,kinene Tony,24/06-2013,,,buhindaji,,Illegal entry into a protected area.,
1031,,kinene Tony,24/06-2013,,,buhindaji,,Illegal entry into a eildlife protected area.,
1032,,koojo Emanuel,21/06-2013,,,kalinzu,,Illegal entry into a wildlife protected area,
1033,,kinene Tony,21/06-2013,,,buhindaji,,Illegal entry,
1034,,"Koojo, Wafana",14/07-2013,,,Nyamugasani,,Illegal entry into a wildlife protected area,
1035,,"Machati,",16/07-2013,,,kidodo,,Illegal entry into a wildlife protected area,
1036,,Machati,16/07-2013,,,Kidodo,,Illegal entry into a wildlife protected area,
1037,,"Wfana,Koojo",14/07-2013,,,Nyamugasani,,Illegal entry into a wildlife protecte area,
1038,,"Kyathumba,Mwanji",14/07-2013,,,Busunga,,Negligently permitting domestic animals into a wildlife protecte,
1039,,"Machati,Kyathumba",14/07-2013,,,Railway,,Illegal entry into a wildlife protected area,
1040,,"Machati, Kyathumba",14/07-2013,,,Rail way,,Illegal entry into a wildlife protected area,
1041,,Twinomujuni francis,13/07-2013,,,l.George,,Illegal entry into a wildlife  protected area,
1042,,"Machati, Kyathumba",14/07-2013,,,Kahendero,,I,
1043,,Twinobusingye Godfrey,12/07-2013,,,Kitatura,,Illegal entry into a wildlife protected area,
1044,,"Wafana, Koojo",14/07-2013,,,Nyamugasani,,Negligently permitting domestic animals into a wildlife protecte,
1045,,Wafana,17/07-2013,,,Kyakitale,,Negligently permitting domestic animals into a wildlife protject,
1046,,Mwanji Abubakar,20/07-2013,,,Katole,,Illegal entry into a wildlife protected area,
1047,,Mwanji,20/07-2013,,,Katole,,Illegal entry into a wildlife protected area,
1048,,Mwanje,20/07-2013,,,Katole,,Illegal entry into  a wildlife protected area,
1049,,"Koojo,Sikuku",19/07-2013,,,Maramagambo,,Illegal entry into a wildlife protected area,
1050,,"Koojo,Sikuku",19/07-2013,,,Maramagambo,,illegal entry into a wildlife protected area,
1051,,"Koojo,Sikuku",19/07-2013,,,Maramagambo,,Illegal entry into a wildlife protected area,
1052,,"Koojo, Sikuku",19/07-2013,,,Maramagambo,,Illegal entry into a wildife protected area,
1053,,"Koojo,Sikuku",19/07-2013,,,Maramagambo,,Illegal entry into a wildlife protected arae,
1054,,Gordon,22/07-2013,,,Omunkuka,,Illegal entry into a wildlife protected area,
1055,,"Koojo,Danson",25/07-2012,,,maramagambo,,Illegal entry into a wildlife protected arae,
1056,,"Koojo, Sikuku",24/07-2013,,,sherere,,Illegal entry into a wildlife protected area,
1057,,"Mwanji,Munanda",29/07-2013,,,Busunga,,Illegal entry into a wildlife protected species,
1058,,Kyathumba,29/07-2013,,,Kidodo,,Illegal entry into a wildlife protected area,
1059,,Kyathumba,29/07-2013,,,kidodo,,Illegal entry into a wildlife protected area,
1060,,Kyathumba,29/07-2013,,,Kidodo,,Illegal entry into a wildlife protected area,
1061,,Kyathumba,29/07-2013,,,Kidodo,,Illegal entry into a wildlife protected area,
1062,,Kyathumba,29/07-2013,,,Kidodo,,Illegal entry into a wildlife protected area,
1063,,Kyathumba,29/07-2013,,,Kidodo,,Illegal entry into a wildlife protected Area,
1064,,Kyathumba,29/07-2013,,,Kidod,,Ilegal entry into a wildlife protected Area,
1065,,Kyathumba,29/07-2013,,,Kidodo,,Illegal entry into a wildlife protected Area,
1066,,"Ngene, Kulu",27/07-2013,,,Kyambura,,Illegal entry into a wildlife proteceted area,
1067,,"Ngene,Kulu",29/07-2013,,,Kyambura,,Illegal entry into a wildlife protected area,
1068,,Gordo,02/08-2013,,,Kahendero,,Illegal entry into a wildlife protected area,
1069,,Gordon,02/08-2013,,,Munkuka,,Illegal entry into a wildlife protected area,
1070,,Gordon,02/08-2013,,,Munkuka,,Illegal entry a wildlife protected area,
1071,,Katurebe,19/07-2013,,,Kabukwiri,,Illegal entry into a wildlife protected area,
1072,,"Kobwemi,Hakiri",14/08-2013,,,Omukisom,,Illegal entry into awildlife protected area,
1073,,"Machati, Moses",13/08-2013,,,Katabagwe,,Possession of illegal devices capable of killing wild animals,
1074,,"Machati,Moses",13/08-2013,,,Katabagwe,,Possession of illegal devices capable of killing wild animals,
1075,,"Mwanji Abubakar,Kananura Vicent",02/08-2013,,,Kigerman,,Illegal entry into a wildlife protyected area,
1076,,"Tumwesigye Robert,Gad",12/08-2013,,,Kasenyi,,Illegal entry into a wildlife protected area,
1077,,"Moses, Embaju",16/08-2013,,,omukamata,,Illegal entry into a wildlife protected area,
1078,,Besiga Moses,16/08-2013,,,Omukamata,,Illegal entry into a wildlife protected area,
1079,,"Milia,Magara,Laban",14/08-2013,,,Kikonjo Kanyangeya,,Illegal entry into a wildlife protected area,
1080,,"Karusu,Kicoco",19/08-2013,,,Maramagambo,,Illegal entry into a wildlief protected area,
1081,,"Karusu,Kicoco",19/08-2013,,,Maramagambo,,Illegal entry into a wildlife protected area,
1082,,"Karusu,Kicoco",16/08-2013,,,maramagambo,,Illegal entry into a wildlife protected area,
1083,,"Karusu, Kicoco",16/08-2013,,,maramagambo,,Illegal entry into a wildlife protected area,
1084,,"Obote,Twine",18/08-2013,,,Nyamusingiri,,Illegal entry into a wildlife protected area,
1085,,"Kobwemi,Hakiri",18/08-2013,,,Omuruti,,Negligently straying in domestic animals into a wildlife protect,
1086,,"Gordon,Zefrino",17/08-2013,,,Kahendero,,Negligently straying in domestic animals into a wildlife protect,
1087,,Kirundu James,18/08-2013,,,Kikorongo,,Illegal entry into a wildlife protected area,
1088,,"Asderi,Kyathumba",21/08-2013,,,Kyambura T C,,Illegal entry into a wildlife protected area,
1089,,"Patience,Gadafi",22/08-2013,,,Buyindage,,Illegal entry into a wildlife protected area,
1090,,"Machati,Robert",27/08-2013,,,Kararo,,Illegal entry into a wildlife protected area,
1091,,"Machati,Robert",27/08-2013,,,Kararo,,Illegal enty into a wildlife protected area,
1092,,"Machati,Robert",27/08-2013,,,Kararo,,Illegal entry into a wildlife protected area,
1093,,"Machati,Robert",27/08-2013,,,Kararo,,Illegal entry into a wildlife protected area,
1094,,"Machati, Besiga Moses",27/08-2013,,,Kabukwiri,,Illegal entry into a wildlife protected area,
1095,,Kighenge Police,31/08-2013,,,Kighenge T Centre,,Possession of wildlife protected species,
1096,,Kighenge police,31/08-2013,,,Kighenge T Centre,,Possession wildlife protected species,
1097,,Kighenge,31/08-2013,,,Kigheng T Centre,,Possession of wildlife protected species,
1098,,Kighenge police,31/08-2013,,,Kighenge,,Possession of wildlife protected species,
1099,,Kighenge police,31/08-2013,,,Kighenge T Centre,,Possession of illegal devices capable of killing and disturbing ,
1100,,"Kobwemi,Hakiri",30/08-2013,,,Hakapale,,Negligently permitting domestic animals into a wildlife protecte,
1101,,"Kyathumba,Munanda",31/08-2013,,,Hamukungu,,Illegal entry into a wildlife protected area,
1102,,Kyathumba,30/08-2013,,,Munyange,,Illegal entry into a wildlife protected area,
1103,,"Kobwemi,Hakiri",30/08-2013,,,Munyanyange,,Negligently straying domestic animals into a wildlife protected ,
1104,,"Obote, Gorden",03/09-2013,,,sherere,,Illegal entry into a wildlife protected area,
1105,,"Wafana David, Kasozi",03/09-2013,,,Ngoma,,Illegal entry into a wildlife protected area,
1106,,"Tumwesigye Robert,Gad",07/09-2013,,,Kirimbi,,Illegal entry into a wildlife protected area,
1107,,"Tumwesigye Robert,Gad",07/09-2013,,,Kirirmbi,,Illegal entry into a wildlife protected area,
1108,,Machati,17/09-2013,,,Mbuga-Nyakatunga,,Possession of wildlife protected species,
1109,,Machati,17/09-2013,,,Nyakatunga-Mbuga,,Possession of wildlife protected species,
1110,,Birungi Paul,16/09-2013,,,Rukoma,,Possession of wildlife protected species,
1111,,"Linalyogha,Echeru",16/09-2013,,,Mitalingi,,Illegal entry into a wildlife protected area,
1112,,"Linalyogha,Echeru",16/09-2013,,,Mitalingi,,Illegal entry into a wildlife protected area,
1113,,Kirunda,15/09-2013,,,Kikorongo,,Hunting of wild animals,
1114,,"Obote,Gordon",14/09-2013,,,Kanyangeya,,Illegal entry into a wildlife protected area,
1115,,"Obote,Kiconco",14/09-2013,,,Kanyangaya,,Illegal entry into a wildlife protected area,
1116,,Machati,11/09-2013,,,Omukitogo,,Illegal entry into a wildlife protected area,
1117,,Machati,11/09-2013,,,Omukitogo,,Illegal entry into a wildlife protected area,
1118,,"Machati,Francis",11/09-2013,,,Omukitogo,,Illegal entry into a wildlife protected area,
1119,,"Machati,Francis",11/09-2013,,,Kitogo,,Illegal entry into a wildlife protected area,
1120,,"Machati, Francis",11/09-2013,,,Kitogo,,Illegal entry into a wildlife protected area,
1121,,"Machati,Francis",11/09-2013,,,Kitogo,,Illegal entry into a wildlife protected area,
1122,,"Mujuni, Obero",10/09-2013,,,Kyondo,,Illegal entry into a wildlife protected area,
1123,,"Obote, Gordon",10/09-2013,,,Maramagambo,,Illegal entry into a wildlife protected area,
1124,,BMU Nyamusingiri,12/09-2013,,,Nyamusingiri lake,,possession of illegal devices capable of killing and disturbing ,
1125,,"Wafana,Kasozi",03/09-2013,,,Ngoma,,Illegal entry into a wildlife protected area,
1126,,"Obote, Gordon",09/09-2013,,,Maramagambo,,Illegal entry into a wildlife protected area,
1127,,"Obote, Gordon",09/09-2013,,,maramagambo,,Illegal entry into a wildlife protecetd area,
1128,,"Obote, Gordon",09/09-2013,,,Maramagambo,,Illegal entry into a wildlife protected area,
1129,,"Obote,Gordon",09/09-2013,,,Maramagambo,,,
1130,,"Obote,Gordon",09/09-2013,,,maramagambo,,Illegal entry into a wildlife protected area,
1131,,"Gad,Tumwesigye",07/09-2013,,,Kirimbi,,un lawful possession of devices,
1132,,"Gad,Tumwesigye",07/09-2013,,,Kirimbi,,un lawful entry into a wildlife protected area,
1133,,"Dezi,Machati,Patience",18/09-2013,,,Omukizinga,,Un lawful entry into a wildlife protected area,
1134,,"Dezi,Machati,Patience",18/09-2013,,,Kabarongo,,un lawful entry into a wildlife protected area,
1135,,"Dezi ,Machati,Patience",18/09-2013,,,Kabarongo,,un lawful entry into a wildlife protected area,
1136,,Birungi Paul,16/09-2013,,,Rukoma,,Possession of wildlife protected specimen,
1137,,Machati,17/09-2013,,,Mbuga,,un lawful possession of wildlife protected specimen,
1138,,Machati,17/09-2013,,,Mbuga,,un lawful possession of wildlife protected specimen,
1139,,"Obote,Gordon,Bwambale",16/09-2013,,,Kidodo,,Un lawful entry into a wildlife protected area,
1140,,"Obote,Gordon,Bwambale",16/09-2013,,,Kidodo,,Un law ful entry into a wildlife protected area,
1141,,"Obote.Gordon,Bwambale",16/09-2013,,,Kidodo,,Unlawful entry into a wildlife protected area,
1142,,"Obote,Gordon,Bwambale",16/09-2013,,,Kidodo,,Un lawful entry into a wildlife protected arae,
1143,,"Obote, Gordo,Bwambale",16/09-2013,,,Kidodo,,Un lawful entry into a wildlife protected area,
1144,,"Obote,Gordo,Bwambale",16/09-2013,,,Kidodo,,Un lawful entry into a wildlife protected area,
1145,,Kinene,14/09-2013,,,Kanyangeya,,Un lawful entry into a wildlife protected area,
1146,,Kinene,14/09-2013,,,Kanyangeya,,Unlawful entry into a wildlife protected arae,
1147,,Kinene,14/09-2013,,,Kanyangeya,,Un lawful entry into a wildlife protected area,
1148,,Mwanji,16/09-2013,,,Mitalingi,,illegal entry into a wildlife protected area,
1149,,Mwawnji,16/09-2013,,,Mitalingi,,Illegal entry into a wildlife  protected area,
1150,,Mwanji,16/09-2013,,,Kyabatimbo,,HUNTING OF WILDANIMALS,
1151,,Mwanji,16/09-2013,,,Kyabatimbo,,possession of devices,
1152,,Kirunda James,15/09-2013,,,Kikorongo,,Un law ful entry into a wildlife protected area,
1153,,"Obote,Kyathumba",14/09-2013,,,Kanyangeya,,Illegal entry int a wildlife protected area,
1154,,"Obote, Kyathumba",14/09-2013,,,Kanyangaya,,Illegal entry into a wildlife protected area,
1155,,Mugyenyi,21/09-2013,,,Kanyangeya,,Illegal entry into a wildlife preotected area,
1156,,Mugyenyi,21/09-2013,,,Kanyangeya,,ILLEGAL ENTRY INTO A WILDLIFE PROTECTED AREA,
1157,,"Kicoco,Ebaju",19/09-2013,,,Nyamuhuru,,Illegal entry into a wildlife protected area,
1158,,"Twinomujuni,Puis",24/09-2013,,,Kararo,,Illegal entry into a wildlief protected area,
1159,,Mwanji,24/09-2013,,,Kabaka,,Illegal entry into a wildlife protected area,
1160,,Gordon,25/09-2013,,,Omuruti,,Illegal entry into a wildlife protected area,
1161,,Kobwemi,25/09-2013,,,Omuruti,,Negligently permitting domestic animals into a wildlife protecte,
1162,,"Dezi,Patience",18/09-2013,,,Kabarongo,,Illegal entry into a wildlife protected area,
1163,,"Dezi,Patience",18/09-2013,,,Kabarongo,,Illegal entry into a wildlife prtected area,
1164,,Patience,18/09-2013,,,Omukizinga,,Illegal entry into  a wildlife protected area,
1165,,Biryahamutima,26/09-2013,,,Nyanga,,Illegal entry into a wildlife protected area,
1166,,Biryahamitima,26/09-2013,,,Nyanga,,Illegal entry into a wildlife protected area,
1167,,Biryahamitima,26/09-2013,,,Nyanga,,Illegal entry into a wildlife protected area,
1168,,Tumuhaire Remegio,30/09-2013,,,Nyamugasani,,Negligently permitting domestic animals into a wildlife protecte,
1169,,Twine,30/09-2013,,,Hakabale,,Negligently permitting domestic animals into a wildlife protecte,
1170,,Mwaka Felix,30/09-2013,,,Hakabale,,Illegal entry into a wildlife protected area,
1171,,Twinomujuni,20/09-2013,,,irimya,,ILLEGAL ENTRY INTO A WILDLIFE PROTECTED AREA,
1172,,twinomujuni,20/09-2013,,,Irimya,,Illegal entry into a wildlife protected area,
1173,,Twinomujuni,20/09-2013,,,Irimya,,Illegel entry into a wildlife protected area,
1174,,Twinomujuni,20/09-2013,,,Irimya,,Illegal entry into a wildlife protected area,
1175,,Twinomujuni,20/09-2013,,,Irimya,,Illegal entry into a wildlife protected area,
1176,,Twinomujuni,20/09-2013,,,Irimya,,Illegal entry into a wildlife protected area,
1177,,Twinomujuni,20/09-2013,,,Irimya,,Illegal entry into a wildlife protected area,
1178,,Kobwemi,20/09-2013,,,Nyamugasani,,Illegal entry into a wildlife protected area,
1179,,"Turyamuha, Twinomujuni",20/09-2013,,,Busunga,,Illegal entry into a wildlife protected area,
1180,,Obongo,20/09-2013,,,Hakabale,,Illegal entry intoa wildlife protected area,
1181,,Turyamuha,20/09-2013,,,Hakabale,,Illegal entry into a wildlife protected area,
1182,,Turyamuha,20/09-2013,,,Hakabale,,Illegal entry into a wildlife protected area,
1183,,Tunomujuni,20/09-2013,,,Bususnga,,illegal entry into a wildlife protected area,
1184,,"Sarah,Ahumuza,Alex",20/09-2013,,,Busunga,,Illegal entry into a wildlife protected area,
1185,,"Sarah ,Alex,Ahumuza",20/09-2013,,,Bususnga,,Illegal entry into a wildlife protected area,
1186,,"Sarah,Ahumuza,Alex",20/09-2013,,,Busunga,,illegal entry into a wildlife protected area,
1187,,"Sarah,Alex,Ahumuza",20/09-2013,,,Busunga,,illegal entry into a wildlife protected area,
1188,,"Sarah,Alex,Ahumuza",20/09-2013,,,Busunga,,illegal entry into a wildlife protected area,
1189,,"Sarah,Alex,Ahumuza",20/09-2013,,,Busunga,,illegal entry into a wildlife protected area,
1190,,"Sarah,Alex,Ahumuza",20/09-2013,,,Busunga,,illegal entry into a wildlife protected area,
1191,,"Twine,Innocent",08/10-2013,,,Maramagambo,,Illegal entry into a wildlife protected area,
1192,,"Twine,Innocent",08/10-2013,,,Maramagamboi,,Illegal entry into a wildlife protected area,
